flow_duration,packet_count,bytes_total,avg_pkt_size,std_pkt_size,max_pkt_size,min_pkt_size,packets_per_sec,bytes_per_sec,traffic_category
80.54,527,763676,1449.1,28.94,1500,1400,6.54,9481.91,FileTransfer
109.34,893,1156194,1294.73,109.96,1480,1100,8.17,10574.26,Video
75.898,2986,4329481,1449.93,29.93,1500,1400,39.34,57043.67,FileTransfer
15.067,5,455,91.0,22.36,122,70,0.33,30.2,ICMP
11.583,17,12188,761.75,509.33,1414,71,1.47,1052.25,Web
3.151,25,2427,97.08,17.9,124,67,7.93,770.24,ICMP
88.296,1280,1653319,1291.66,111.03,1480,1101,14.5,18724.69,Video
101.948,258,333580,1292.95,111.85,1480,1101,2.53,3272.06,Video
3.968,44,4195,95.34,19.44,128,64,11.09,1057.15,ICMP
44.679,618,124571,201.57,35.5,260,140,13.83,2788.11,VoIP
77.15,1406,1817540,1292.7,107.57,1480,1100,18.22,23558.59,Video
18.038,1049,1519079,1448.12,28.82,1500,1400,58.16,84216.23,FileTransfer
87.434,1202,1744005,1450.92,28.93,1500,1400,13.75,19946.43,FileTransfer
15.743,221,44539,201.53,32.76,260,141,14.04,2829.09,VoIP
35.214,634,126572,199.64,34.67,260,140,18.0,3594.38,VoIP
102.439,969,1248896,1288.85,111.02,1480,1100,9.46,12191.57,Video
6.706,34,3362,98.88,18.57,128,64,5.07,501.36,ICMP
11.725,114,81487,721.12,499.66,1451,74,9.72,6949.58,Web
35.875,1483,1912522,1289.63,109.44,1480,1100,41.34,53311.39,Video
45.662,1024,1322493,1291.5,113.15,1480,1100,22.43,28962.63,Video
7.688,99,70645,720.87,494.71,1458,71,12.88,9188.47,Web
33.418,585,115374,197.22,34.32,260,140,17.51,3452.43,VoIP
49.009,2583,3744824,1449.8,28.98,1500,1400,52.7,76411.05,FileTransfer
48.391,778,1126943,1448.51,29.5,1500,1400,16.08,23288.09,FileTransfer
9.82,22,2104,95.64,19.15,127,66,2.24,214.26,ICMP
1.562,13,1186,91.23,19.85,125,65,8.32,759.2,ICMP
50.504,349,69766,199.9,34.1,260,140,6.91,1381.38,VoIP
67.092,571,734981,1287.18,106.21,1480,1100,8.51,10954.77,Video
11.447,34,3324,97.76,15.72,127,66,2.97,290.37,ICMP
6.65,118,86298,737.59,520.95,1456,68,17.74,12976.84,Web
42.833,1910,2769410,1449.95,29.03,1500,1400,44.59,64656.27,FileTransfer
41.181,160,31651,197.82,35.27,260,140,3.89,768.57,VoIP
61.509,2487,3604960,1449.52,28.58,1500,1400,40.43,58608.87,FileTransfer
7.442,12,1119,93.25,18.12,125,69,1.61,150.36,ICMP
17.799,44,4099,93.16,18.6,126,65,2.47,230.29,ICMP
14.44,89,64619,734.31,515.38,1450,64,6.16,4474.94,Web
2.766,23,2172,94.43,15.39,118,66,8.32,785.36,ICMP
49.803,364,72237,198.45,34.1,260,141,7.31,1450.46,VoIP
29.514,251,49294,196.39,34.65,260,140,8.5,1670.16,VoIP
26.444,1153,1489660,1291.99,109.06,1480,1100,43.6,56332.09,Video
33.181,474,686986,1449.34,29.84,1500,1400,14.29,20703.93,FileTransfer
50.671,504,101972,202.33,35.2,260,140,9.95,2012.42,VoIP
3.021,102,75588,748.4,517.55,1449,65,33.76,25018.92,Web
17.13,14,1180,84.29,16.63,122,65,0.82,68.89,ICMP
54.908,706,141156,199.94,33.93,260,140,12.86,2570.79,VoIP
13.327,56,39529,718.71,494.04,1423,71,4.2,2966.16,Web
2.274,43,4114,95.67,20.16,128,65,18.91,1808.95,ICMP
42.561,501,101135,201.87,35.34,260,141,11.77,2376.22,VoIP
18.242,331,480478,1451.6,29.21,1500,1400,18.14,26338.65,FileTransfer
12.543,71,49994,714.2,506.56,1457,72,5.66,3985.93,Web
4.796,6,560,93.33,18.34,127,69,1.25,116.77,ICMP
8.378,68,48407,722.49,519.49,1450,68,8.12,5777.99,Web
16.362,17,1625,95.59,19.8,123,66,1.04,99.32,ICMP
6.074,85,61195,719.94,504.75,1439,65,13.99,10075.52,Web
73.927,723,1049115,1451.06,29.28,1500,1400,9.78,14191.16,FileTransfer
1.67,79,57811,741.17,518.86,1440,67,47.3,34615.52,Web
89.019,720,930165,1291.9,107.47,1480,1100,8.09,10449.08,Video
3.234,102,72027,713.14,494.48,1458,65,31.54,22271.16,Web
19.37,736,952203,1293.75,109.41,1480,1100,38.0,49159.55,Video
11.954,754,150307,199.35,34.58,260,140,63.08,12574.05,VoIP
11.918,35,3446,98.46,19.4,128,65,2.94,289.14,ICMP
53.897,1652,2395516,1450.07,28.92,1500,1400,30.65,44446.05,FileTransfer
1.382,47,4155,88.4,18.24,128,64,34.02,3007.12,ICMP
75.278,1122,1450299,1292.6,110.24,1480,1100,14.9,19265.96,Video
13.643,29,2816,97.1,18.9,128,66,2.13,206.41,ICMP
95.088,798,1025677,1285.31,107.15,1480,1101,8.39,10786.56,Video
44.296,805,1035947,1286.89,109.53,1480,1101,18.17,23387.13,Video
21.829,345,68133,197.49,35.62,260,140,15.8,3121.25,VoIP
9.47,118,85370,729.66,507.42,1455,74,12.46,9014.63,Web
48.015,523,103805,198.48,34.85,260,140,10.89,2161.93,VoIP
79.297,373,483389,1295.95,109.47,1480,1100,4.7,6095.97,Video
75.858,1036,1501997,1449.8,29.78,1500,1400,13.66,19800.04,FileTransfer
2.724,29,21300,760.71,523.71,1453,82,10.65,7818.84,Web
74.038,2033,2946993,1449.58,29.13,1500,1400,27.46,39803.56,FileTransfer
115.975,432,555725,1286.4,111.62,1479,1100,3.72,4791.77,Video
101.244,1409,1822451,1293.44,111.22,1480,1100,13.92,18000.64,Video
41.265,406,82496,203.19,34.57,260,140,9.84,1999.17,VoIP
18.381,1493,1923883,1288.6,110.86,1480,1100,81.22,104664.42,Video
53.449,959,1236625,1289.49,111.09,1480,1100,17.94,23136.58,Video
14.159,181,36088,199.38,35.72,260,140,12.78,2548.68,VoIP
18.184,6,599,99.83,14.18,124,81,0.33,32.94,ICMP
34.974,330,66512,201.55,35.39,260,140,9.44,1901.75,VoIP
8.81,49,4973,101.49,19.53,128,64,5.56,564.47,ICMP
13.65,40,3886,97.15,18.74,126,64,2.93,284.69,ICMP
50.929,371,73811,198.95,35.1,260,140,7.28,1449.28,VoIP
35.568,489,630018,1288.38,109.21,1479,1100,13.75,17713.0,Video
48.299,1621,2350859,1450.25,29.25,1500,1400,33.56,48672.8,FileTransfer
56.84,151,29960,198.41,34.92,260,140,2.66,527.1,VoIP
85.883,794,1028679,1295.57,108.59,1480,1100,9.25,11977.71,Video
3.542,78,55994,727.19,511.91,1431,67,22.02,15809.6,Web
41.326,1039,1508037,1451.43,29.34,1500,1400,25.14,36491.58,FileTransfer
50.95,505,100644,199.3,35.17,260,140,9.91,1975.35,VoIP
8.075,45,4360,96.89,19.19,128,66,5.57,539.93,ICMP
18.952,46,4390,95.43,19.23,128,64,2.43,231.64,ICMP
1.499,12,1066,88.83,17.99,125,65,8.01,711.37,ICMP
46.064,325,64962,199.88,34.59,260,140,7.06,1410.26,VoIP
4.584,28,2867,102.39,18.24,127,69,6.11,625.43,ICMP
7.128,173,34724,200.72,34.12,259,140,24.27,4871.71,VoIP
18.315,17,1729,101.71,17.08,127,65,0.93,94.4,ICMP
6.395,22,15578,741.81,516.43,1457,64,3.44,2436.06,Web
5.84,105,76332,726.97,521.69,1459,65,17.98,13069.73,Web
22.119,682,136775,200.55,33.97,260,140,30.83,6183.67,VoIP
6.303,112,81086,730.5,508.63,1460,64,17.77,12865.54,Web
9.974,692,1004071,1450.97,29.26,1500,1400,69.38,100665.78,FileTransfer
64.815,1332,1930482,1449.31,29.04,1500,1400,20.55,29784.37,FileTransfer
17.793,14,1281,91.5,19.42,127,68,0.79,71.99,ICMP
25.764,2080,3014992,1449.52,29.51,1500,1400,80.73,117022.98,FileTransfer
42.936,218,43172,198.04,33.59,258,140,5.08,1005.5,VoIP
6.78,51,35831,716.62,500.73,1429,66,7.52,5284.86,Web
16.791,18,1575,87.5,20.72,127,64,1.07,93.8,ICMP
50.043,1162,1683252,1448.58,29.16,1500,1400,23.22,33635.8,FileTransfer
62.075,1187,1532822,1291.34,109.08,1480,1100,19.12,24692.93,Video
17.555,35,3321,94.89,18.73,126,64,1.99,189.18,ICMP
93.543,314,405074,1290.04,106.1,1480,1101,3.36,4330.37,Video
90.001,534,691500,1294.94,112.83,1480,1100,5.93,7683.21,Video
12.491,352,70734,200.95,33.99,260,140,28.18,5662.71,VoIP
44.187,273,55434,203.05,36.3,260,140,6.18,1254.52,VoIP
70.506,1409,2042981,1449.95,29.34,1500,1400,19.98,28976.15,FileTransfer
9.388,2725,3950829,1449.85,29.05,1500,1400,290.26,420832.39,FileTransfer
12.284,34,3194,93.94,20.46,128,65,2.77,260.01,ICMP
5.129,18,1765,98.06,13.44,126,77,3.51,344.11,ICMP
30.933,790,159304,201.65,35.34,260,140,25.54,5150.05,VoIP
1.089,37,3436,92.86,19.94,128,64,33.99,3156.1,ICMP
4.13,58,41653,730.75,508.57,1454,65,14.04,10085.25,Web
31.508,712,139914,196.51,34.88,260,140,22.6,4440.55,VoIP
31.22,221,43811,198.24,34.94,260,140,7.08,1403.28,VoIP
9.958,30,2868,95.6,19.72,128,64,3.01,288.01,ICMP
11.007,17,11701,731.31,471.41,1430,113,1.54,1063.04,Web
2.302,96,67644,712.04,500.15,1447,65,41.7,29379.62,Web
56.095,176,35552,202.0,35.77,260,140,3.14,633.78,VoIP
47.397,257,51635,200.91,35.51,260,140,5.42,1089.41,VoIP
8.036,74,55081,754.53,513.36,1434,74,9.21,6853.9,Web
5.81,54,38905,734.06,506.15,1454,64,9.29,6696.66,Web
18.963,47,4185,89.04,18.23,128,67,2.48,220.69,ICMP
45.592,732,942521,1287.6,112.05,1480,1100,16.06,20672.76,Video
15.967,19,1868,98.32,17.87,127,65,1.19,116.99,ICMP
7.134,46,4426,96.22,19.38,128,66,6.45,620.39,ICMP
52.822,917,1330107,1450.5,29.15,1500,1400,17.36,25180.87,FileTransfer
35.443,431,86505,200.71,35.36,260,140,12.16,2440.71,VoIP
10.124,421,84381,200.43,34.51,260,140,41.58,8334.47,VoIP
56.418,328,66132,201.62,35.89,260,140,5.81,1172.18,VoIP
21.44,570,827316,1451.43,29.12,1500,1400,26.59,38587.82,FileTransfer
46.395,2973,4311503,1450.22,29.31,1500,1400,64.08,92929.54,FileTransfer
22.843,1192,1543053,1294.51,110.27,1480,1100,52.18,67549.43,Video
11.217,317,64058,202.08,34.29,260,140,28.26,5710.8,VoIP
13.747,5,525,105.0,19.34,121,68,0.36,38.19,ICMP
8.429,37,26847,745.75,499.77,1402,94,4.39,3185.07,Web
25.447,1324,1708239,1290.21,112.66,1480,1100,52.03,67128.9,Video
56.917,1697,2463928,1451.93,29.69,1500,1400,29.82,43289.64,FileTransfer
64.707,1339,1727075,1289.82,109.2,1480,1100,20.69,26690.54,Video
5.267,45,4410,98.0,19.73,128,65,8.54,837.25,ICMP
67.866,1092,1409104,1290.39,110.78,1480,1100,16.09,20763.09,Video
62.607,761,1103801,1450.46,28.87,1500,1400,12.16,17630.58,FileTransfer
44.15,1649,2391368,1450.19,29.63,1500,1400,37.35,54164.55,FileTransfer
5.342,91,67376,748.62,520.84,1443,70,17.03,12611.66,Web
32.028,2499,3622639,1449.64,29.21,1500,1400,78.03,113109.6,FileTransfer
15.752,968,1403045,1449.43,28.31,1500,1400,61.45,89072.33,FileTransfer
78.678,441,572091,1297.26,109.39,1480,1100,5.61,7271.3,Video
7.778,1606,2330867,1451.35,28.99,1500,1400,206.48,299672.57,FileTransfer
11.651,118,84917,725.79,512.36,1445,64,10.13,7288.6,Web
53.767,1016,1472707,1449.51,29.32,1500,1400,18.9,27390.65,FileTransfer
42.642,751,151586,201.85,34.69,260,140,17.61,3554.88,VoIP
14.15,20,14387,719.35,498.71,1453,81,1.41,1016.75,Web
62.275,2218,3213882,1449.0,29.28,1500,1400,35.62,51607.82,FileTransfer
77.389,733,944917,1289.11,108.6,1480,1100,9.47,12209.99,Video
47.029,531,105397,198.49,34.65,260,140,11.29,2241.11,VoIP
50.445,2222,3225199,1451.48,29.02,1500,1400,44.05,63935.33,FileTransfer
3.022,117,85792,739.59,512.25,1451,66,38.72,28392.16,Web
54.684,510,738963,1448.95,29.29,1500,1400,9.33,13513.21,FileTransfer
76.449,993,1284652,1293.71,109.61,1480,1100,12.99,16804.04,Video
6.869,96,67943,715.19,509.61,1459,64,13.97,9890.59,Web
41.199,115,22843,198.63,35.48,260,140,2.79,554.45,VoIP
31.254,2559,3708864,1449.34,29.34,1500,1400,81.88,118669.37,FileTransfer
7.01,30,2909,96.97,19.06,128,69,4.28,414.95,ICMP
53.113,1144,1656957,1448.39,28.84,1500,1400,21.54,31196.59,FileTransfer
79.695,822,1062057,1292.04,110.44,1479,1100,10.31,13326.54,Video
83.193,1337,1720230,1286.63,108.9,1480,1100,16.07,20677.52,Video
40.03,736,148001,201.09,34.96,260,140,18.39,3697.28,VoIP
104.134,1273,1633545,1283.22,110.97,1480,1100,12.22,15686.97,Video
8.93,2963,4294286,1449.3,29.43,1500,1400,331.8,480877.09,FileTransfer
7.805,72,52387,737.85,518.96,1456,64,9.22,6712.07,Web
119.373,1122,1452633,1294.68,112.1,1480,1100,9.4,12168.81,Video
84.088,1758,2547842,1449.28,28.73,1500,1400,20.91,30299.68,FileTransfer
2.283,107,74710,704.81,481.38,1445,65,46.87,32726.24,Web
14.54,7,772,110.29,10.9,125,96,0.48,53.09,ICMP
12.333,97,70404,733.38,502.56,1448,69,7.87,5708.78,Web
51.662,624,810208,1298.41,109.38,1480,1100,12.08,15682.75,Video
7.096,36,3562,98.94,20.03,128,66,5.07,502.0,ICMP
5.036,43,4255,98.95,18.38,128,64,8.54,844.94,ICMP
102.361,602,772896,1283.88,114.55,1480,1100,5.88,7550.72,Video
4.429,42,4151,98.83,18.27,126,66,9.48,937.15,ICMP
12.881,1782,2581562,1448.69,29.74,1500,1400,138.35,200422.84,FileTransfer
19.477,22,2072,94.18,19.88,128,64,1.13,106.38,ICMP
12.334,74,53650,734.93,522.22,1434,65,6.0,4349.75,Web
15.092,23,2241,97.43,22.8,128,67,1.52,148.49,ICMP
58.226,688,998589,1451.44,29.51,1500,1400,11.82,17150.16,FileTransfer
62.969,575,833401,1449.39,28.94,1500,1400,9.13,13235.12,FileTransfer
5.684,102,72926,722.04,501.5,1449,64,17.94,12829.12,Web
8.911,11,1027,93.36,18.71,126,65,1.23,115.25,ICMP
59.103,613,121707,198.54,34.64,260,140,10.37,2059.23,VoIP
14.775,19,1816,95.58,19.27,128,64,1.29,122.91,ICMP
6.152,1988,2883204,1450.3,29.09,1500,1400,323.17,468692.29,FileTransfer
77.343,321,464681,1447.6,29.64,1500,1400,4.15,6008.06,FileTransfer
21.83,401,80547,200.87,34.28,260,140,18.37,3689.68,VoIP
54.299,664,134750,202.94,35.79,260,140,12.23,2481.64,VoIP
10.205,74,53474,732.52,504.29,1378,68,7.25,5239.91,Web
71.129,1154,1673505,1450.18,28.74,1500,1400,16.22,23527.79,FileTransfer
27.788,2406,3489607,1450.38,28.93,1500,1400,86.58,125579.04,FileTransfer
55.349,442,89033,201.43,34.52,260,140,7.99,1608.57,VoIP
77.482,511,741809,1451.68,28.9,1500,1400,6.6,9574.01,FileTransfer
40.871,668,134388,201.18,35.52,260,140,16.34,3288.11,VoIP
8.596,51,36050,721.0,512.45,1428,64,5.93,4194.05,Web
74.985,1312,1901399,1449.24,29.29,1500,1400,17.5,25356.96,FileTransfer
39.823,155,31292,201.88,34.68,259,140,3.89,785.79,VoIP
9.222,35,3448,98.51,17.41,128,66,3.8,373.9,ICMP
47.81,795,159300,200.38,34.15,260,140,16.63,3331.93,VoIP
29.788,710,142245,200.35,35.55,260,140,23.83,4775.17,VoIP
18.789,9,920,102.22,21.08,121,65,0.48,48.96,ICMP
29.592,1070,1552164,1450.62,29.26,1500,1400,36.16,52451.5,FileTransfer
48.462,606,779164,1285.75,109.83,1480,1101,12.5,16077.82,Video
10.809,704,141698,201.28,34.39,260,140,65.13,13109.2,VoIP
68.996,1341,1945071,1450.46,29.42,1500,1400,19.44,28191.19,FileTransfer
6.536,42,4186,99.67,16.49,127,67,6.43,640.46,ICMP
26.283,1104,1421779,1287.84,109.55,1480,1100,42.0,54094.55,Video
48.432,710,143858,202.62,34.15,260,140,14.66,2970.32,VoIP
43.973,1499,1935326,1291.08,108.06,1480,1100,34.09,44011.67,Video
37.073,708,141788,200.27,35.16,260,140,19.1,3824.57,VoIP
68.375,1179,1709217,1449.72,28.75,1500,1400,17.24,24997.62,FileTransfer
110.782,511,658431,1288.51,105.79,1480,1101,4.61,5943.48,Video
66.793,1488,1925733,1294.18,108.89,1480,1100,22.28,28831.28,Video
42.881,334,66156,198.07,36.34,260,140,7.79,1542.77,VoIP
1.031,44,4313,98.02,19.96,127,64,42.68,4183.98,ICMP
13.286,75,54331,724.41,518.9,1457,69,5.64,4089.29,Web
21.914,217,43881,202.22,34.02,259,140,9.9,2002.38,VoIP
44.268,2417,3504093,1449.77,29.08,1500,1400,54.6,79156.75,FileTransfer
12.29,94,69451,746.78,515.48,1455,68,7.65,5651.01,Web
11.201,114,83869,742.2,512.8,1438,65,10.18,7487.38,Web
57.344,294,58507,199.0,34.12,260,140,5.13,1020.28,VoIP
54.085,2067,2998942,1450.87,29.28,1500,1400,38.22,55448.33,FileTransfer
6.03,284,56817,200.06,34.69,260,141,47.1,9422.1,VoIP
14.906,416,82617,198.6,34.61,260,140,27.91,5542.67,VoIP
10.582,37,3421,92.46,16.09,126,64,3.5,323.28,ICMP
19.595,27,2610,96.67,14.57,127,72,1.38,133.2,ICMP
12.429,9,779,86.56,14.77,108,65,0.72,62.68,ICMP
44.789,756,151203,200.0,35.56,260,140,16.88,3375.9,VoIP
12.203,1504,2178429,1448.42,29.42,1500,1400,123.24,178510.09,FileTransfer
104.579,521,671227,1288.34,107.93,1480,1100,4.98,6418.34,Video
87.491,1906,2762907,1449.58,29.79,1500,1400,21.79,31579.24,FileTransfer
7.386,52,37686,738.94,529.1,1457,65,7.04,5102.35,Web
9.735,107,79776,752.6,533.57,1431,64,10.99,8194.35,Web
5.171,27,2686,99.48,17.27,127,64,5.22,519.45,ICMP
65.382,664,853890,1285.98,111.86,1480,1101,10.16,13060.08,Video
2.41,114,83163,735.96,517.5,1453,67,47.31,34509.5,Web
50.785,1057,1361766,1288.33,110.03,1480,1100,20.81,26814.53,Video
17.406,345,69453,201.31,34.3,260,140,19.82,3990.07,VoIP
2.837,44,31805,739.65,494.64,1415,69,15.51,11209.07,Web
3.155,42,30502,743.95,501.1,1451,79,13.31,9668.58,Web
14.98,29,2753,94.93,17.64,127,65,1.94,183.78,ICMP
51.267,616,124636,202.33,34.39,260,140,12.02,2431.09,VoIP
53.003,400,80053,200.13,35.46,260,140,7.55,1510.35,VoIP
6.07,385,78172,203.04,35.45,260,140,63.43,12878.27,VoIP
1.822,16,1526,95.38,20.76,127,65,8.78,837.42,ICMP
43.184,1143,1656948,1449.65,28.51,1500,1400,26.47,38369.33,FileTransfer
88.483,2412,3497645,1450.1,29.61,1500,1400,27.26,39529.09,FileTransfer
29.714,1230,1782298,1449.02,29.21,1500,1400,41.39,59981.68,FileTransfer
6.829,73,51119,709.99,494.1,1425,69,10.69,7485.48,Web
19.028,24,2248,93.67,16.36,126,68,1.26,118.14,ICMP
10.719,2177,3157194,1450.25,29.56,1500,1400,203.1,294547.36,FileTransfer
4.955,119,86278,731.17,509.05,1455,65,24.02,17413.27,Web
17.061,417,535626,1284.47,109.66,1480,1100,24.44,31395.41,Video
2.779,35,3355,95.86,19.98,128,65,12.6,1207.45,ICMP
83.581,665,965028,1451.17,28.58,1500,1400,7.96,11546.04,FileTransfer
37.433,235,305146,1298.49,107.45,1480,1102,6.28,8151.87,Video
76.432,1476,2142123,1451.3,28.89,1500,1400,19.31,28026.47,FileTransfer
35.533,406,81480,200.69,33.97,260,140,11.43,2293.07,VoIP
61.904,865,1112387,1286.0,111.14,1480,1100,13.97,17969.65,Video
17.222,36,3629,100.81,14.57,123,67,2.09,210.72,ICMP
58.439,562,815388,1450.87,28.14,1500,1400,9.62,13952.86,FileTransfer
20.814,562,721748,1284.25,109.5,1479,1100,27.0,34676.16,Video
17.578,22,2064,93.82,17.15,123,65,1.25,117.42,ICMP
25.022,683,991644,1451.89,28.81,1500,1400,27.3,39630.43,FileTransfer
6.103,45,30371,674.91,457.69,1456,78,7.37,4976.09,Web
36.105,336,67328,200.38,33.76,260,140,9.31,1864.76,VoIP
11.711,51,36502,730.04,516.44,1400,64,4.36,3117.03,Web
81.728,414,599222,1447.4,29.8,1500,1400,5.07,7331.91,FileTransfer
19.093,11,1032,93.82,21.85,126,65,0.58,54.05,ICMP
33.662,1385,1786546,1289.92,109.9,1480,1100,41.14,53073.08,Video
6.568,13,1304,100.31,20.25,128,67,1.98,198.55,ICMP
16.17,40,4091,102.28,17.1,127,64,2.47,253.0,ICMP
36.233,1473,2136173,1450.22,28.2,1500,1400,40.65,58955.85,FileTransfer
62.224,1227,1582534,1289.76,111.65,1480,1100,19.72,25432.74,Video
6.404,36,25737,735.34,507.77,1449,80,5.62,4019.09,Web
12.288,86,62942,740.49,517.12,1460,66,7.0,5122.12,Web
7.18,79,57268,734.21,510.57,1434,64,11.0,7976.34,Web
10.325,39,28613,752.97,523.57,1454,67,3.78,2771.29,Web
4.837,53,37988,730.54,521.38,1458,68,10.96,7853.71,Web
7.446,59,40996,706.83,489.85,1422,64,7.92,5505.41,Web
13.918,29,2860,98.62,16.9,127,68,2.08,205.49,ICMP
14.636,467,93359,199.91,34.72,260,140,31.91,6378.75,VoIP
43.279,108,22212,205.67,32.37,258,141,2.5,513.23,VoIP
2.838,46,33757,750.16,516.5,1453,76,16.21,11892.75,Web
43.905,2890,4188941,1449.46,28.67,1500,1400,65.82,95408.35,FileTransfer
20.797,114,23250,203.95,34.14,259,142,5.48,1117.94,VoIP
76.173,819,1187087,1449.43,29.12,1500,1400,10.75,15584.09,FileTransfer
18.827,1786,2590129,1450.24,28.89,1500,1400,94.86,137572.71,FileTransfer
32.062,733,147503,201.23,35.47,260,140,22.86,4600.59,VoIP
8.565,39,28493,749.82,520.08,1448,67,4.55,3326.69,Web
23.196,991,1437836,1450.89,29.13,1500,1400,42.72,61986.2,FileTransfer
36.645,544,107679,197.94,34.65,260,140,14.85,2938.43,VoIP
30.394,792,159453,201.33,34.13,260,140,26.06,5246.12,VoIP
54.397,644,129016,200.34,33.99,260,140,11.84,2371.73,VoIP
27.563,295,60212,204.11,34.64,260,140,10.7,2184.55,VoIP
10.815,62,43872,719.21,502.44,1444,67,5.73,4056.63,Web
12.201,48,34890,742.34,521.44,1420,71,3.93,2859.69,Web
7.035,804,1164573,1448.47,29.95,1500,1400,114.29,165543.16,FileTransfer
69.423,936,1357627,1450.46,29.29,1500,1400,13.48,19555.93,FileTransfer
100.107,439,566144,1289.62,114.07,1480,1100,4.39,5655.4,Video
25.65,584,117368,200.97,34.74,260,140,22.77,4575.69,VoIP
16.217,25,2526,101.04,19.09,126,68,1.54,155.76,ICMP
26.996,1352,1743226,1289.37,108.8,1480,1100,50.08,64572.97,Video
9.113,92,66865,734.78,496.79,1444,67,10.1,7337.43,Web
26.641,748,149229,199.5,35.18,260,140,28.08,5601.55,VoIP
2.143,47,4514,96.04,16.85,125,66,21.93,2105.98,ICMP
10.749,444,88907,200.24,35.59,260,140,41.3,8270.89,VoIP
50.314,339,68171,201.09,34.57,260,140,6.74,1354.9,VoIP
19.667,10,1093,109.3,12.28,127,77,0.51,55.58,ICMP
12.485,1409,1815352,1288.4,110.23,1480,1100,112.85,145399.33,Video
45.475,495,717986,1450.48,27.94,1500,1400,10.89,15788.68,FileTransfer
12.366,61,44733,745.55,539.34,1457,66,4.93,3617.54,Web
14.074,45,4414,98.09,20.02,128,66,3.2,313.63,ICMP
10.35,719,143451,199.51,35.38,260,140,69.47,13859.75,VoIP
10.876,410,82417,201.02,35.48,260,140,37.7,7578.01,VoIP
105.317,717,923997,1288.7,112.12,1480,1100,6.81,8773.45,Video
46.353,515,103872,201.69,34.8,260,140,11.11,2240.9,VoIP
44.618,705,908947,1289.29,108.53,1479,1101,15.8,20371.74,Video
9.899,13,1292,99.38,20.59,127,67,1.31,130.52,ICMP
34.945,693,137592,198.55,34.79,260,140,19.83,3937.37,VoIP
13.059,48,4640,96.67,20.14,127,64,3.68,355.3,ICMP
23.947,2774,4021621,1449.76,29.4,1500,1400,115.84,167937.55,FileTransfer
3.675,96,71457,752.18,516.81,1442,70,26.12,19445.84,Web
5.012,94,69821,750.76,521.66,1459,64,18.75,13930.39,Web
14.087,30,2909,96.97,18.46,128,65,2.13,206.51,ICMP
9.939,9,807,89.67,18.76,120,69,0.91,81.2,ICMP
8.129,2624,3805462,1450.25,29.03,1500,1400,322.78,468112.67,FileTransfer
17.02,20,1906,95.3,20.9,128,67,1.18,111.98,ICMP
76.403,348,504208,1448.87,29.98,1500,1400,4.55,6599.34,FileTransfer
40.069,2104,3050419,1449.82,29.07,1500,1400,52.51,76129.8,FileTransfer
42.946,964,1398386,1450.61,28.56,1500,1400,22.45,32561.45,FileTransfer
108.582,338,435759,1289.23,112.68,1479,1103,3.11,4013.19,Video
36.183,2653,3846806,1449.98,29.58,1500,1400,73.32,106316.27,FileTransfer
20.819,1371,1764531,1287.04,112.65,1480,1100,65.85,84754.63,Video
17.397,26,2608,100.31,15.92,127,75,1.49,149.91,ICMP
8.701,17,1720,101.18,15.48,126,76,1.95,197.68,ICMP
18.381,17,1599,94.06,18.31,128,65,0.92,86.99,ICMP
5.134,60,45341,755.68,537.59,1459,64,11.69,8831.61,Web
30.882,828,1068495,1290.45,107.32,1480,1100,26.81,34599.74,Video
8.492,565,820445,1452.12,28.92,1500,1400,66.53,96613.92,FileTransfer
26.069,1190,1726356,1450.72,29.14,1500,1400,45.65,66221.63,FileTransfer
39.551,670,971022,1449.29,28.88,1500,1400,16.94,24551.14,FileTransfer
100.025,1222,1573516,1287.66,108.96,1480,1100,12.22,15731.28,Video
49.764,228,45348,198.89,35.62,260,140,4.58,911.27,VoIP
22.948,1063,1373340,1291.95,108.72,1480,1100,46.32,59844.85,Video
8.256,101,76618,766.18,538.68,1458,64,12.23,9280.26,Web
1.04,25,2357,94.28,18.71,125,65,24.05,2267.2,ICMP
14.353,49,35408,737.67,514.29,1459,69,3.41,2466.98,Web
51.46,227,45017,198.31,32.1,260,140,4.41,874.8,VoIP
25.239,2597,3767020,1450.53,29.02,1500,1400,102.9,149254.11,FileTransfer
68.75,2020,2930346,1450.67,29.01,1500,1400,29.38,42623.06,FileTransfer
13.979,43,4128,96.0,17.99,127,65,3.08,295.31,ICMP
57.843,1156,1493510,1291.96,111.59,1480,1100,19.99,25820.16,Video
7.419,1676,2427378,1448.32,29.56,1500,1400,225.91,327184.33,FileTransfer
20.79,776,155416,200.28,34.8,260,140,37.33,7475.4,VoIP
14.881,18,1604,89.11,18.31,125,64,1.21,107.79,ICMP
10.851,28,2641,94.32,19.58,124,64,2.58,243.39,ICMP
2.653,32,22163,714.94,488.55,1352,69,12.06,8352.43,Web
17.451,628,125371,199.64,35.23,260,140,35.99,7184.25,VoIP
27.62,496,99659,200.93,34.06,260,140,17.96,3608.24,VoIP
2.083,101,72665,726.65,510.91,1452,70,48.5,34891.37,Web
67.873,1066,1379022,1293.64,106.5,1480,1100,15.71,20317.8,Video
19.287,259,52584,203.03,36.38,260,140,13.43,2726.34,VoIP
44.546,1218,1765563,1449.56,28.98,1500,1400,27.34,39634.75,FileTransfer
9.961,94,68082,732.06,516.66,1459,70,9.44,6834.85,Web
